번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
904,관광펜션업,03_11_02_P,4940000,CDFI3261092018000002,2018-09-12,,01,영업/정상,13,영업중,,,,,,,,전라남도 영암군 영암읍 회문리 21-3번지 영암펜션,"전라남도 영암군 영암읍 기찬랜드로 41-13, 영암펜션",58420,영암펜션,2018-09-12 13:11,U,2018-09-12 23:59,,171157.7042,143619.2318,관광펜션업,,자연녹지지역,2,기타,,,숙박시설,,,,,,,,,,,,,,208.25,,,,,,,,,340000000,,,,208
905,관광펜션업,03_11_02_P,4620000,CDFI3261092018000003,2018-09-08,,01,영업/정상,13,영업중,,,,,,,,충청남도 태안군 안면읍 승언리 1332번지,충청남도 태안군 안면읍 방포1길 29,32166,해비알,2018-09-08 11:25,U,2018-09-08 23:59,,140209.9587,334361.7348,관광펜션업,,관리지역,3,,,,숙박시설,3,0,,,,,,,,,,,,1362.35,,,,,,,,,,,,,1362
906,관광펜션업,03_11_02_P,4500000,CDFI3261092018000001,2018-09-28,,01,영업/정상,13,영업중,,,,,,,,충청남도 공주시 사곡면 고당리 300-1번지,충청남도 공주시 사곡면 단평길 245,32523,굿모닝 관광펜션,2018-09-28 9:37,U,2018-09-28 23:59,,201857.4561,336623.8325,관광펜션업,,,1,,,,,,,,,,,,,,,,,,140.35,,,,,,,,,,,,,140
907,관광펜션업,03_11_02_P,5370000,CDFI3261092020000003,2020-09-22,,01,영업/정상,13,영업중,,,,,,,,경상남도 거제시 동부면 율포리 811-1,"경상남도 거제시 동부면 거제남서로 2101, 주2동",53330,리을2,2020-09-22 20:06,I,2020-09-24 0:23,,344749.2096,143058.3499,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,관광펜션업,03_11_02_P,4620000,CDFI3261092020000003,2020-10-20,,01,영업/정상,13,영업중,,,,,,,,충청남도 태안군 남면 신온리 833-168,충청남도 태안군 남면 곰섬로 236-70,32158,골든웨이브 관광펜션,2021-01-15 11:19,U,2021-01-17 2:40,,136412.3835,344234.4698,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,관광펜션업,03_11_02_P,4620000,CDFI3261092020000004,2020-10-20,,01,영업/정상,13,영업중,,,,,,,,충청남도 태안군 남면 몽산리 603-12,충청남도 태안군 남면 몽대로 359-3,32152,엘플레이트 풀빌라,2020-10-20 17:02,I,2020-10-22 0:23,,134716.4757,353900.4645,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,관광펜션업,03_11_02_P,5480000,CDFI3261092020000001,2020-11-03,,01,영업/정상,13,영업중,,,,,,,,경상남도 합천군 용주면 가호리 328-2,"경상남도 합천군 용주면 가호길 30-52, 합천영상테마파크 한옥체험관",50215,우비정,2023-10-16 14:38,U,2023-10-18 2:40,,297221.7863,228832.3549,관광펜션업,,관리지역,1,기타,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,439.5,,0,,,,,,,850000000,,,,440
911,관광펜션업,03_11_02_P,4620000,CDFI3261092020000005,2020-11-16,,01,영업/정상,13,영업중,,,,,,,,충청남도 태안군 소원면 모항리 829-3,충청남도 태안군 소원면 연들길 116-37,32123,라운지14,2020-11-16 17:25,I,2020-11-18 0:23,,122198.7437,361893.9761,관광펜션업,,,,,,,숙박시설,,,,,,,,,,,,,,573.65,,,,,,,,,160000000,,,,574
912,관광펜션업,03_11_02_P,3990000,CDFI3261092022000001,2022-10-13,,01,영업/정상,13,영업중,,,,,,,,경기도 남양주시 오남읍 팔현리 249-1,경기도 남양주시 오남읍 팔현로216번길 24,12038,마실,2022-10-13 18:24,I,2022-10-15 0:22,,220213.293,465267.9884,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,280,,0,,,,,,,0,,,,280
913,관광펜션업,03_11_02_P,5330000,CDFI3261092022000003,2022-09-26,,01,영업/정상,13,영업중,,,,,,,,경상남도 통영시 사량면 금평리 1097-7,경상남도 통영시 사량면 상도일주로 1206,53103,통영엘피스36오션뷰풀빌라펜션,2022-09-26 11:08,I,2022-09-28 0:22,,309089.9111,148709.6015,관광펜션업,,,3,기타,,,단독주택,2,1,0,0,,,0,0,,0,0,,0,450.24,,0,,,,,,,14,,,,450
914,관광펜션업,03_11_02_P,4900000,CDFI3261092022000001,2022-11-04,,01,영업/정상,13,영업중,,,,,,,,전라남도 화순군 동면 경치리 472,전라남도 화순군 동면 경현길 148-10,58130,어흥스테이,2022-11-04 16:17,I,2022-11-06 0:22,,207327.8656,173409.8214,관광펜션업,,관리지역,1,기타,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,64.24,,0,,,,,,,120000000,,,,64
915,관광펜션업,03_11_02_P,5430000,CDFI3261092022000004,2022-11-04,,01,영업/정상,13,영업중,,,,,,,,경상남도 남해군 이동면 화계리 638,경상남도 남해군 이동면 남서대로 208-40,52438,스튜디오인남해펜션,2023-09-11 17:13,U,2023-09-13 2:40,,286115.0992,143054.8351,관광펜션업,,,2,,,,,2,0,0,0,,,0,0,,0,0,,0,182,,0,,,,,,,350000000,,,,182
916,관광펜션업,03_11_02_P,5000000,CDFI3261092022000002,2022-11-03,,01,영업/정상,13,영업중,,,,,,,,전라남도 진도군 진도읍 산월리 631-12,"전라남도 진도군 진도읍 서부해안로 410, 410민박 2층",58930,410민박,2022-11-03 16:27,I,2022-11-05 0:22,,126509.6115,112234.523,관광펜션업,,관리지역,2,기타,,,단독주택,2,0,0,0,,,0,0,,0,0,,0,43.42,,0,,,,,,,0,,,,43
917,관광펜션업,03_11_02_P,5180000,CDFI3261092022000001,2022-10-06,,01,영업/정상,13,영업중,,,,,,,,경상북도 영덕군 영덕읍 대부리 106-1,경상북도 영덕군 영덕읍 영덕대게로 625-284,36425,리브포레스트 풀빌라,2022-10-06 21:44,I,2022-10-08 0:22,,416486.6464,325674.7223,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
918,관광펜션업,03_11_02_P,5050000,CDFI3261092022000002,2022-09-05,,01,영업/정상,13,영업중,,,,,,,,경상북도 경주시 구정동 278-6,경상북도 경주시 새골길 49-27 (구정동),38128,윤스토리,2022-09-05 13:41,I,2022-09-07 0:22,,408113.3879,256567.9696,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,223.9,,0,,,,,,,600000000,,,,224
919,관광펜션업,03_11_02_P,5120000,CDFI3261092022000005,2022-09-15,,01,영업/정상,13,영업중,,,,,,,,경상북도 문경시 마성면 신현리 110-9,경상북도 문경시 마성면 진남1길 177-6,36923,문경민박 13월의 아침,2022-09-20 8:27,U,2022-09-22 2:40,,300843.7286,351215.5534,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,185.59,,0,,,,,,,0,,,,186
920,관광펜션업,03_11_02_P,5120000,CDFI3261092022000006,2022-09-18,,01,영업/정상,13,영업중,,,,,,,,경상북도 문경시 마성면 신현리 110-13,경상북도 문경시 마성면 진남1길 177-6,36923,문경민박 13월의 아침2,2022-09-18 9:51,I,2022-09-20 0:22,,300854.8582,351236.3955,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,205.2,,0,,,,,,,0,,,,205
921,관광펜션업,03_11_02_P,5340000,CDFI3261092022000001,2022-10-20,,01,영업/정상,13,영업중,,,,,,,,경상남도 사천시 서포면 비토리 264-4,경상남도 사천시 서포면 토끼로 245-43,52545,비토섬마린블루펜션,2023-07-26 16:18,U,2023-07-28 2:40,,288164.2378,166072.0486,관광펜션업,,,2,,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,586,,0,,,,,,,200000000,,,,586
922,관광펜션업,03_11_02_P,5220000,CDFI3261092022000001,2022-10-24,,01,영업/정상,13,영업중,,,,,,,,경상북도 칠곡군 동명면 기성리 807,경상북도 칠곡군 동명면 팔공산로2길 16,39855,에스에스(SS),2022-10-24 17:27,I,2022-10-26 0:22,,344049.065,278700.8792,관광펜션업,,,0,,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
923,관광펜션업,03_11_02_P,4701000,CDFI3261092014000004,2014-04-25,,01,영업/정상,13,영업중,,,,,063-625-1555,,590-812,전북특별자치도 남원시 주천면 호기리 241-3,전북특별자치도 남원시 주천면 원천로 345-34,55802,지리산프리방스,2022-09-23 16:36,I,2024-01-19 1:16,,238975.1509,211386.3913,관광펜션업,,,3,기타,,9실,,3,1,0,0,,,0,0,,0,0,,0,1542,,0,,,,,,,1960000000,,,,1542
924,관광펜션업,03_11_02_P,4781000,CDFI3261092023000001,2023-07-21,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 고창군 심원면 연화리 359-24,전북특별자치도 고창군 심원면 화산연천길 129-4,56400,델루나 관광펜션,2024-03-20 11:28,U,2024-03-22 2:40,,,,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
925,관광펜션업,03_11_02_P,4741000,CDFI3261092023000008,2023-12-04,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 심곡리 667-1,전북특별자치도 무주군 설천면 내배방길 13,55555,월드콘도,2023-12-04 17:51,I,2024-01-19 1:16,,268246.2316,268192.8392,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
926,관광펜션업,03_11_02_P,4741000,CDFI3261092023000007,2023-11-14,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 심곡리 620-3,전북특별자치도 무주군 설천면 외배방길 5,55555,무지개펜션,2023-11-14 21:01,I,2024-01-19 1:16,,268454.1216,267840.1936,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
927,관광펜션업,03_11_02_P,4741000,CDFI3261092023000009,2023-12-04,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 삼공리 821,전북특별자치도 무주군 설천면 구천동로 966-10,55557,하늘땅펜션,2023-12-04 17:53,I,2024-01-19 1:16,,269487.6695,267704.5717,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
928,관광펜션업,03_11_02_P,4741000,CDFI3261092023000010,2023-12-27,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 무주읍 당산리 1257-5,전북특별자치도 무주군 무주읍 당산강변로 146,55515,덕화리버사이드,2023-12-27 15:56,I,2024-01-19 1:16,,259203.3825,278317.6981,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
929,관광펜션업,03_11_02_P,4791000,CDFI3261092012000001,2012-09-21,,01,영업/정상,13,영업중,,,,,,,579-851,전북특별자치도 부안군 변산면 격포리 643-8,전북특별자치도 부안군 변산면 궁항영상길 72-9,56340,소리섬 펜션,2015-07-23 9:51,I,2024-01-19 1:16,,151627.7275,234484.6268,관광펜션업,,,2,,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
930,관광펜션업,03_11_02_P,4741000,CDFI3261092016000001,2016-01-07,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 심곡리 624-6,전북특별자치도 무주군 설천면 외배방길 22,55555,다다펜션,2016-01-07 14:33,I,2024-01-19 1:16,,268341.0536,267919.8999,관광펜션업,,관리지역,3,,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,393.36,,0,,,,,,,0,,,,393
931,관광펜션업,03_11_02_P,4771000,CDFI3261092021000001,2021-12-27,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 순창군 복흥면 대방리 212-4,전북특별자치도 순창군 복흥면 용지길 51,56005,스테이 사계,2022-01-06 14:33,I,2024-01-19 1:16,,195462.2835,211676.3462,관광펜션업,,관리지역,1,기타,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,769.2,,0,,,,,,,30000000,,,,769
932,관광펜션업,03_11_02_P,4741000,CDFI3261092005000001,2005-11-04,,01,영업/정상,13,영업중,,,,,322-8338,,568-823,전북특별자치도 무주군 무풍면 삼거리 137-1,전북특별자치도 무주군 무풍면 구천동로 289-55,55563,펜션무주네버랜드,2020-03-20 10:24,I,2024-01-19 1:16,,,,관광펜션업,관광사업,관리지역,2,기타,,,숙박시설,2,0,0,0,MUJU NEVERLAND,Tourist pension business,0,0,,0,0,,0,388.92,,0,,,,,,,54000000,,,,389
933,관광펜션업,03_11_02_P,4741000,CDFI3261092005000002,2005-02-24,,01,영업/정상,13,영업중,,,,,063-322-9999,,568-814,전북특별자치도 무주군 설천면 삼공리 820-5,전북특별자치도 무주군 설천면 구천동로 962,,구름채,2021-04-27 13:42,I,2024-01-19 1:16,,269484.3161,267637.7271,관광펜션업,,자연녹지지역,2,기타,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,244.25,,0,,,,,,,0,,,,244
934,관광펜션업,03_11_02_P,4741000,CDFI3261092008000001,2008-05-27,,01,영업/정상,13,영업중,,,,,322-5088,,568-814,전북특별자치도 무주군 설천면 삼공리 734,전북특별자치도 무주군 설천면 구천동로 930-8,568-814,리틀프로방스,2017-04-13 8:35,I,2024-01-19 1:16,,269754.8481,267841.5578,관광펜션업,,자연녹지지역,2,기타,,,숙박시설,2,0,0,0,Little provence,Tourist pension business,0,0,,0,0,,0,519,,0,,,,,,,0,,,,519
935,관광펜션업,03_11_02_P,4741000,CDFI3261092009000001,2009-11-02,,01,영업/정상,13,영업중,,,,,063-324-0873,,568-811,전북특별자치도 무주군 설천면 심곡리 646,전북특별자치도 무주군 설천면 만선로 34-1,,리틀프린스,2009-11-02 17:55,I,2024-01-19 1:16,,268145.329,268057.4251,관광펜션업,,자연녹지지역,3,기타,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,697.11,,0,,,,,,,0,,,,697
936,관광펜션업,03_11_02_P,4741000,CDFI3261092018000001,2018-03-13,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 삼공리 282 9동,전북특별자치도 무주군 설천면 원삼공2길 25,55557,서림연가,2018-03-13 13:33,I,2024-01-19 1:16,,270435.3693,267901.0829,관광펜션업,,,1,기타,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,347.09,,0,,,,,,,0,,,,347
937,관광펜션업,03_11_02_P,4741000,CDFI3261092018000002,2018-08-27,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 무풍면 삼거리 127-11,전북특별자치도 무주군 무풍면 구천동로 289-4,55563,문리버,2018-08-27 10:37,I,2024-01-19 1:16,,274097.8896,264909.8585,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,389.4,,0,,,,,,,0,,,,389
938,관광펜션업,03_11_02_P,4791000,CDFI3261092019000001,2019-08-21,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 부안군 변산면 대항리 630-1,"전북특별자치도 부안군 변산면 변산로 2136-13, 코지캐빈",56342,코지캐빈 펜션,2019-08-21 9:46,I,2024-01-19 1:16,,157279.4602,241821.1644,관광펜션업,,관리지역,3,기타,,,숙박시설,3,0,0,0,Cozycabin pension,pension,0,0,,0,0,,0,303.36,,0,,,,,,,40000000,,,,303
939,관광펜션업,03_11_02_P,4731000,CDFI3261092022000001,2022-10-11,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 진안군 부귀면 봉암리 330-3,전북특별자치도 진안군 부귀면 운장로 54-15,55413,동몽원,2022-10-11 10:52,I,2024-01-19 1:16,,230830.9896,261458.212,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
940,관광펜션업,03_11_02_P,4791000,CDFI3261092012000002,2012-10-18,,01,영업/정상,13,영업중,,,,,,,579-892,전북특별자치도 부안군 진서면 운호리 155-10,전북특별자치도 부안군 진서면 구름호수길 52,56341,생폴드방스 펜션,2018-12-10 17:23,I,2024-01-19 1:16,,159809.6706,232990.0311,관광펜션업,,관리지역,2,기타,,,단독주택,2,0,0,0,,,0,0,,0,0,,0,188.39,,0,,,,,,,0,,,,188
941,관광펜션업,03_11_02_P,4721000,CDFI3261092023000001,2023-11-08,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 완주군 상관면 신리 347,전북특별자치도 완주군 상관면 상관소양로 112,55359,스테이 피크닉,2023-11-08 15:34,I,2024-01-19 1:16,,219499.2872,252646.2826,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,3500000000,,,,0
942,관광펜션업,03_11_02_P,4691000,CDFI3261092016000001,2016-03-17,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 정읍시 부전동 866-10,전북특별자치도 정읍시 내장산로 375 (부전동),56198,브람스 펜션,2016-03-17 18:12,I,2024-01-19 1:16,,190544.188,225278.2231,관광펜션업,,,2,,,,단독주택,2,0,0,0,,,0,0,,0,0,,0,232.95,,0,,,,,,,500000000,,,,233
943,관광펜션업,03_11_02_P,4691000,CDFI3261092023000001,2023-04-24,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 정읍시 신정동 1582,전북특별자치도 정읍시 용산호반길 41 (신정동),56211,내장한옥스테이,2023-04-24 16:57,I,2024-01-19 1:16,,186781.4951,222982.2141,관광펜션업,,관리지역,1,기타,,,숙박시설,0,0,0,0,,,0,0,,0,0,,0,90.2,,0,,,,,,,0,,,,90
944,관광펜션업,03_11_02_P,4791000,CDFI3261092021000001,2021-05-20,,01,영업/정상,13,영업중,,,,,063-584-5000,,,전북특별자치도 부안군 변산면 격포리 282-24,"전북특별자치도 부안군 변산면 변산해변로 19-3, 라벤더펜션",56337,라벤더펜션,2021-05-20 15:34,I,2024-01-19 1:16,,152029.0693,236690.3046,관광펜션업,,,0,,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,993.88,,0,,,,,,,0,,,,994
945,관광펜션업,03_11_02_P,4791000,CDFI3261092022000001,2022-02-04,,01,영업/정상,13,영업중,,,,,063-543-2350,,,전북특별자치도 부안군 변산면 운산리 356-186,전북특별자치도 부안군 변산면 고사길 80,56339,스테이80,2022-02-07 10:58,I,2024-01-19 1:16,,155507.0453,239547.2499,관광펜션업,,,2,기타,,,,0,0,0,0,,,0,0,,0,0,,0,614,,0,,,,,,,100000000,,,,614
946,관광펜션업,03_11_02_P,4741000,CDFI3261092009000002,2009-06-02,,01,영업/정상,13,영업중,,,,,322-0558,,568-814,전북특별자치도 무주군 설천면 삼공리 377-1,전북특별자치도 무주군 설천면 삼공2길 4,,설인펜션,2009-12-07 11:11,I,2024-01-19 1:16,,270283.0577,267526.7257,관광펜션업,,자연녹지지역,2,기타,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,299.82,,0,,,,,,,0,,,,300
947,관광펜션업,03_11_02_P,4741000,CDFI3261092010000001,2010-03-30,,01,영업/정상,13,영업중,,,,,322-3759,,568-811,전북특별자치도 무주군 설천면 심곡리 738-7,전북특별자치도 무주군 설천면 내배방길 22,,눈꽃여행,2014-12-16 15:30,I,2024-01-19 1:16,,268235.2649,268290.4875,관광펜션업,,보전녹지지역,3,기타,,,숙박시설,3,0,0,0,SNOW FLOWER,Tourist pension business,0,0,,0,0,,0,575.16,,0,,,,,,,500000000,,,,575
948,관광펜션업,03_11_02_P,4671000,CDFI3261092021000001,2021-06-10,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 옥도면 선유도리 25 망주봉 산장,"전북특별자치도 군산시 옥도면 선유도2길 63-10, 망주봉 산장",54000,망주봉산장 관광펜션,2021-06-10 9:22,I,2024-01-19 1:16,,147492.89,258004.2831,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
949,관광펜션업,03_11_02_P,4671000,CDFI3261092021000002,2021-09-02,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 옥도면 선유도리 353,전북특별자치도 군산시 옥도면 선유남길 19-9,54000,선유도 씨에스타펜션,2021-09-02 15:06,I,2024-01-19 1:16,,146994.7349,256563.8977,관광펜션업,,,0,기타,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
950,관광펜션업,03_11_02_P,4671000,CDFI3261092023000001,2023-06-08,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 대야면 산월리 905-3,전북특별자치도 군산시 대야면 서악길 57,54060,안느루,2023-06-08 11:32,I,2024-01-19 1:16,,182985.6052,272422.6544,관광펜션업,,,1,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,100000000,,,,0
951,관광펜션업,03_11_02_P,4741000,CDFI3261092010000002,2010-03-30,,01,영업/정상,13,영업중,,,,,322-5277,,568-811,전북특별자치도 무주군 설천면 심곡리 698,전북특별자치도 무주군 설천면 내배방길 27-1,55555,마법의 성,2019-03-11 13:30,I,2024-01-19 1:16,,268143.9482,268317.2882,관광펜션업,,자연녹지지역,2,기타,,,숙박시설,2,0,0,0,MAGIC CASTLE,Tourist pension business,0,0,,0,0,,0,366,,0,,,,,,,400000000,,,,366
952,관광펜션업,03_11_02_P,4741000,CDFI3261092020000001,2020-06-22,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 삼공리 373-19,전북특별자치도 무주군 설천면 구천동1로 7,55557,덕유산 뜰 펜션,2020-06-22 15:51,I,2024-01-19 1:16,,270338.7601,267529.0462,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
953,관광펜션업,03_11_02_P,4741000,CDFI3261092020000002,2020-10-26,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 심곡리 617-1,"전북특별자치도 무주군 설천면 외배방길 9, 장미펜션",55555,장미펜션,2020-10-28 9:23,I,2024-01-19 1:16,,268429.2113,267826.7686,관광펜션업,,,3,,,,,3,0,0,0,,,0,0,,0,0,,0,381,,0,,,,,,,0,,,,381
954,관광펜션업,03_11_02_P,4741000,CDFI3261092020000003,2020-10-26,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 삼공리 810-3,"전북특별자치도 무주군 설천면 보안길 90, 양지뜰펜션",55557,양지 뜰 펜션,2020-10-28 9:22,I,2024-01-19 1:16,,269278.7078,267727.7427,관광펜션업,,,3,,,,,3,0,0,0,,,0,0,,0,0,,0,199.21,,0,,,,,,,0,,,,199
955,관광펜션업,03_11_02_P,4741000,CDFI3261092020000004,2020-10-26,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 심곡리 738-1,"전북특별자치도 무주군 설천면 내배방길 22-1, 라이프 펜션",55555,라이프 펜션,2020-10-26 15:09,I,2024-01-19 1:16,,268259.9129,268302.1181,관광펜션업,,,3,,,,,3,0,0,0,,,0,0,,0,0,,0,575.16,,0,,,,,,,0,,,,575
956,관광펜션업,03_11_02_P,4741000,CDFI3261092021000001,2021-01-12,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 심곡리 624-1,전북특별자치도 무주군 설천면 외배방길 16,55555,무주아일랜드펜션,2021-01-12 15:30,I,2024-01-19 1:16,,268382.4671,267880.2313,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
957,관광펜션업,03_11_02_P,4741000,CDFI3261092021000003,2021-05-17,,01,영업/정상,13,영업중,,,,,,,,전북특별자치도 무주군 설천면 심곡리 551-9,전북특별자치도 무주군 설천면 만선1로 68,55555,포유콘도,2021-05-17 10:20,I,2024-01-19 1:16,,268172.7704,267493.3384,관광펜션업,,주거지역,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
